# p q x y e
170141183460469231731687303715884105727 84107002676935959869005943991239255692627976861323323221843 53543682801226891589733061442181374732147904484174967119272 6392853990153984605778280774111908200013 197
170141183460469231731687303715884105727 31357730458379113978144419069419993320421299629756119081293 65931119080817757140422931364092848068093272550705663272548 2385887248008726583149887938136612127147 197
170141183460469231731687303715884105727 66391669053998153490723978987469186278488880378217591533913 22039580271851837799406058093464065826393500780433138370272 7044108963866190820218707659215158287527 197
170141183460469231731687303715884105727 9415986573229590251265021255948133486815839532705762635033 108739805305648886156396320622200951360104857868822280020 -3255036710344831805591878322167841800191 197
170141183460469231731687303715884105727 70285742439199753070985723770767187631389800813362927325941 27219796777599427333884955407355305670646377877718920040648 -7041933281569433685389694666157583644011 197
170141183460469231731687303715884105727 13152365681038433441302257764994014509836059450100333823063 39762305576201047804811130763067969079238433795489885372620 -2284367833230804763277075803510663142511 197
170141183460469231731687303715884105727 47696560169855351222040628936055981115804166094281842485471 22414251891504785309107301913245210699080656131418393561864 6323472238365045804081617820419558836545 197
170141183460469231731687303715884105727 5258821538777182910792516805635926933865138615339825873847 18363238118597832433114309051637387611563094194500056515960 2015947530528264512931363687796732281495 197
170141183460469231731687303715884105727 60087593225031966489425129964104596848983220264766114501401 81546704539033274794209323950290135802984145725364158890036 3260949650804383353228995820905406218625 197
170141183460469231731687303715884105727 93435771492645314684644343715393994738573010894122174418743 96037230541971493530570096416081329864105394760412683159592 2188362033439762791802413625238772623127 197
170141183460469231731687303715884105727 62696579721299700859174585817140508252956938425346542007241 38988513647970235619741731290447579654675557568929650396732 -6479287156199592572876929958645845471119 197
170141183460469231731687303715884105727 25289136085853109517017018743053185165362667821233326743533 63446349850850160160856457876985152940069574574595233149640 1561363397589823408869541782309725439859 197
170141183460469231731687303715884105727 13518341121205632108836997790960259795025302231321107276025 3894061956509016818674298589535156368501338642416336434000 3846613333526181142479633328290159951495 197
170141183460469231731687303715884105727 19482057468002894221515157830548346830254955852721033864389 58297197383864906349860029757053328407869139145723278563588 -891401559358074940205536939220254412403 197
170141183460469231731687303715884105727 28131808795069250245854315578956710548988313668782149126213 69525998301744977549359538310337176401143747287911946350608 -387108156069723005603281357643944193733 197
170141183460469231731687303715884105727 48819129467486953517202904008843267312759685022503747860275 69020107333832440074982766004652041140222776560631168501500 3953312404358780346303502995130844016555 197
170141183460469231731687303715884105727 83724130465744844206194695128128439377481566365703595410529 98597586790609519274998126349980236049754502530015037273252 711876633412011238764218077450784789303 197
170141183460469231731687303715884105727 94683127875866816532252125983602701380419638341995399722203 71436195652629217587313888322284209187848055299110415965812 -5394227402295697876841447086314924791763 197
170141183460469231731687303715884105727 14144337793276696570875307663423680437635510731668915096101 41955125685837033154593972787054057947444504194051737289448 -2275326128881177357930894759535109735739 197
170141183460469231731687303715884105727 18757988196606464129134095386578024024184315497261862239597 7709589587411786241295288700266640198897835728977246051420 -4441634854880049551473735475915792875125 197
170141183460469231731687303715884105727 40609335954047197057673682716842837391334817026195060138529 75977923502684329848365697812153429741477982153577738396500 2078903363993214039326402276912189823031 197
170141183460469231731687303715884105727 56900709919315419003114398147826486374519462703594784647403 86485057488186716143833295756500114733521605293166180910468 -2045860313261315389420567852401953742173 197
170141183460469231731687303715884105727 25333314105913044020873796122044714574068431782157562903073 66392103372637404642023031839712039006108247596767703965412 -478433519024944112648214987245387664777 197
170141183460469231731687303715884105727 69057873976540837921224953654164330314391816110154911027539 31297327249882569941742533492127682088077209914954154018252 6909589468702174130146251104313008674677 197
170141183460469231731687303715884105727 86793827832865216990341382646763174123852046890860248600759 61344891535407809272026779078760525596670463923701044667340 -6006163830918837896770097721224934883889 197
170141183460469231731687303715884105727 62820324199528590775158975586503332587996710754816253572103 34034873541823666184360446394411119430832823771338488520492 6645451967806795194430478395885347241503 197
170141183460469231731687303715884105727 96477710883460403142417221383682428464825362226521712481089 92955006484461587592232023883524931186741315351619242232052 2899740289712577003442610889967439252073 197
170141183460469231731687303715884105727 55508529645241896826087381963101636391429770357596602511691 64099527371273674023459571070630548309384991818896263090268 4824334031423072695536515450600841119619 197
170141183460469231731687303715884105727 94920183800379792249230517465887498241227496384252596797353 36404105466512897183791174251751906701991462891069752769368 7163638335626278659243859954150218063927 197
170141183460469231731687303715884105727 67831370883528825466716703048994212450487796512850430337539 31340758930136797724634688959167430634623167254005807952980 -6874971740039733853838515551502891014341 197
170141183460469231731687303715884105727 42882412947208968382872798216410776513098327518320189325197 77606152839594055698378973340889567001378793205150232990180 2102424710691832584360589237928083564395 197
170141183460469231731687303715884105727 95965310532243206880655732245594126540663450182172770761225 99598610549153897349972272133072414864220280561367374832720 929713648709565246243039825565381943945 197
170141183460469231731687303715884105727 49533046376295438913961527363681307168673199382690668045119 45864812651814046224404753853969436019977438956354635592072 5629746982640281920218574064999853855007 197
170141183460469231731687303715884105727 32884497314506137325032694705261061598568005474222901693219 20270816514080620780930692646342118319916580416656289106988 5481991738218612412438589214491705558363 197
170141183460469231731687303715884105727 84932808470339453815210236988949472473312037680749794457583 53148380399928676399184893463304375313252494580374881058612 6424246842153203255095402543502783819847 197
170141183460469231731687303715884105727 45405035054527826078699222697398246586584160480452786857521 76125435699511372606542669969146247301886045121639837697572 -2725303006807881685486881465046403695641 197
170141183460469231731687303715884105727 61215561274062536565663368899877347385308534718973840980239 84540826342166731252387485685238265599107742958031757333060 2870276058160086715989381429881175342759 197
170141183460469231731687303715884105727 28889166218747029802029505231852748413579251129331034739573 5880542639304323110680693642491770279358531621520920787788 5384962075536305902629654668997040485123 197
170141183460469231731687303715884105727 56047036236880436888248539117364991122415173922811386381925 67807943570280977190490082157663221762524065022348148305440 -4547725312844588013927093798632937447525 197
170141183460469231731687303715884105727 30057717589200266908480975336260405179745327770242733050111 66554567363948150602124935476433577652395683210561958829264 2035059919811399850870927464474551948415 197
170141183460469231731687303715884105727 30649443775496272749225174440019567322875079883994596754241 67923213380071045482612809047199674279274437969389400764968 -1883391082055545713453644993368512810081 197
170141183460469231731687303715884105727 21423372854688430370871414021808942628676752155959715372747 39668968590432448631430229170492695569855543839330346137320 -3653187112338870198198078779868917444565 197
170141183460469231731687303715884105727 41513741228769232436297906686779718711531811064904438460931 11091233253077073145257825327135532074508152208868267357964 6177262739492237277569931772880449622715 197
170141183460469231731687303715884105727 40841993748050687012505693541734053698011890304062426118499 71870741383904953350754290887618766533827124712107191054080 2837988265963703107252143593385701177699 197
170141183460469231731687303715884105727 100340717462720919622498877364991615823397374889598314592021 100321168662247470742116003365441156818936734322416883337448 -364202151093884304565142112900048279989 197
170141183460469231731687303715884105727 24640639003483184806912994462086184970176442442754360232973 64290213158575431537982153717182218240539150486069837472272 1108606483698741985576190934329084653197 197
170141183460469231731687303715884105727 43569162806819048956913344131980453610586102856636548044421 36343957910031776235683697469474708916723534076611813586564 5702358689941769921146244250143819744435 197
170141183460469231731687303715884105727 50955753797350729616682872696783568189028014716050648035171 86176166148285368501704916568073394198383189288543143033564 -1117627767870054680701713507268324533285 197
170141183460469231731687303715884105727 85052143210258121123397076370090888468655705811940734256941 45348072910582353670909998142674145623498266835222554330964 6768181800441706908938311956311506912885 197
170141183460469231731687303715884105727 72808245022932561343329729937451331428731371357885686557159 54445004103641436652972955896857301556726257353428559868032 6113733923904234319354605294476665686503 197
170141183460469231731687303715884105727 97659704758716420941567493836557438793670422395267233900321 98519070086675333823867541761647092701900154946413532850948 1481060976792527189319399327224952779511 197
170141183460469231731687303715884105727 86323246804531016090004220131478417669908396025680253993711 88064202679934480287220718023496226295663012103319768958508 3540303562624444009498213827141078788921 197
