# p q x y e
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 851879955095230658698123027530077933549455948500833625750387570908242775432031807240004428868348702563646101594229525230381922104492718030918465901798540009358085562844079538268455957978188827070336561791627984623870133232566766286076430935221934686766553066653961740597325498064319365800131127348092045740086926610214855756813628434863366394029 146346352596013783671330275780736796325655249768295881040739220596078647422215474617035126739426875083278724316263857065040316638431866767021382778800589319620516831060484659567573544445291521534075320890236132189193857196034455310679086048349240769240934434560504185564420053260770427456358661337664604173768923809705434060979047665446770267428 -8025342266538991685126607449552062505547 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 6868926483778950123703126288176015599956380839219206728172949168338491890684776549475795025732046482161751323216951037467742515685258261802381034301605227803266634041938134945740134248251552524325759232351750031539295746877285069412203405673484100947880710767117135885825837565276152575987961091293282347629115251867248162030317846617994188238899 4813881475077797961389929672697095390092284775140733361021143102196983844245361794705261426325798045816896141062667751067036571376405401627133252240474197504598588188931777186406034765158448268207511157601262412779703726357498536941577747874377446880224883050763409664676929638139742958485970532899698163893895496871969734342618443328517670258308 -18857640388050057757176748855768704860843 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 5280456705278482166488993341307262363387065653641545991135568850740858638007625575731711229082716119423293040211596803412104250373919309383235598813998034280280960847005362721240466051711085650656677619920099729558761917183408857938782700375656596767957966135630750766178325121054679210176656794550121205001572445161218594283139936450926926931527 11207706927759741261145278531645076895126668942492657119282812351738811639357923771918830383368372791710782408093548299041331286322820075006472224353507459702710386328517741540491137869013540580381440410459141508039917430386552590044967194903284323305000121148711456293285576705877123101078418095624147957943132110937237118246011080732824936774060 4515717481847399649872912094118948308897 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 1233450036866385354832168905522343144044579719662226846834531940676377731206359926778105703602938886750327832821058776362728460397464404488372736873622203024264324416777271530761171460059097572341198244082414362822126311714871748519212025045111094797955345252020810584731080174176850749936087964190195398687796087292241471629971237890584586621819 5614272515131249402249733745560415681439628727744854554092961002676106865235695351833948171841850901027849080116854031779400149496722537169016165237523412258637720141311396117346906223504846106779370260688811202848140300525654257784811018701526523256975919094240660035467629538979504892710107476691863357117567565260987929392576792035329563322276 3452919204306994156736828644194730110515 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 9676545395540002597405258784879498517592745467604221258392151685718798497456813465697742644507267152951036538044490616920081108367084442779519629758621468561367586008132607365087336879559474946166865638218674470344373918593354622402633236601902919325188992091692856842154836560065487317326527069830520774852880650641485077154716466623943267457241 9627253716410639531523396841551354313392978641328267600105332797686962121546600271490688588617813760054479794543626489112685613736084531240634117968618766256573793373169567286211013564001582914076814243024937064933409641505306894748456933189237136533335580085843167251199574669310649017115830836051413942751182729166569433492128774538242505368152 -16704418382159196642088676545808995207929 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 10351989488380292451819208252375857072153671539618272620683101310087144514416329661168670481849842465951206453403097934842829724362655616594220829475713405503874319567177092837190671938079837330565355278234614324200544739606567886429636996672001422562918291220040438574202622307068688282312926029458232077224313998916128551697878255773969688858531 14042919335417570523365767573323987030304258080157507285327066292539018194081014930968037835617159415350250372812611489873157187093049857827387403366821477134075743971488857440170163137466555376146669292860957734939637728770991406728384332747897460969877424079055772127406557844041773839398916014183815829191317678929768239905069552204786037091180 5585746149409879869147970752468801373477 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 7588715759820552517267416999475602156572217223802804401882134888479664020687270247856876012174053048847472158787254619295436787617651843077468386575942271203792523088861852021886619322406450877352615912014147833563459477982930441607706494141194242938404188609756501643151570587380728168532997993750610551497200101118981508400683939714250843025799 12549598292560143266237495078602008991436099260080921207651023523055972515775617282356204860295621515223197111066401025437984179606293133225748593974162271842125819276035070882405404951860143164656656781920259958747483656589650065344016538974750740976634547411325736100677803811781197102012118799637660905828478617585698337135041748030999383894776 6582938223190778452220509991630683505255 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 1491129254537078080274806142102501048859610862098832727919274616237676669659077719586189289189436164863780140026620756507677916291702792011210958176378164912744033481875111000306205640859141572445364587094777905199621771208455479291286236383089040036132149540789901279733854628569136346407687274557008654620354313976157429847538244903769872785837 4351789352673179889210209356886997052315324367883893139386366974706553090765038425504318982464373312049164482579325335706196135027244290040452550397030605192150499676060503265868345546821719004254937376703887956388301953249142021476144968216495649837240057857322322530078792215893080452996853096110125700500523815015024453401563364794281398901852 -7887450403393997328021428407598447331509 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 3348814689026703899803518545155370016097796982974177830092196504029999076739487944060032858352595590595567291736792782198778610822821625470474695364705173792875461810259135270870047750803595848186601128991877471782063741791241548219037585213139132144710284666443493860571696020587837991989710393331019354126202325792217675694155069652836394687399 6728980290636190583583273756332209808325833533251168633258931611828828846053374927212349981016094340817992639736143012441210928295593124164984069260905470261038119651750776605416749088616512282638734101637626542619928348343536748193700381882920784252832989267325509304492458319453903195147300514810074166579680552085202294889516559462187425898976 -10811720865965740765519092824690071816615 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 1752782026121047018880441787612723802245658811005178386807841771096052820670651600850554821719134818484797207857934173283694264074811879959879387932907803721784082689989937131548329142002892049355614415038261139114813143883882987582851583073113264530153440396396066325006249373985862759062311818218502884127992316057033557127122492031984120841759 1767878542304590638207342496596657293175437143732475866258534487759959685198272262303178274859212061647641434296609267407079513538079095592765368046174222534981841951400541199986393457731621361105605384881360163965943351102070482075170718278518776960950100451226940079294776414128023579404133257670397212101326464713431153476393946890846479667024 10984470208965291783405284449708036823455 1151
392953708085265486797442128925840270515119847334740086946164993477763512631002053154243772503773829137831834794763755558538460139435538524591802542617049798763316809113586139840903302495449127542161688699147092338112927234357263461173473074737139867305675491918051614090744583718441571292635243500547516265301139593809386602271779469040582905826011890840921980133525869518728813130410069470802113589304216612106114337358845406827334382240148530274531502312397396276613094787657697366710427329080938696134950082686779879257046189471722347867248483535256696727925231196187665423610506632054462327449643262425432063 5461894560444086613954773143719243038181812051420805730393540907297464386320000220210150598189794954680356381040320373661331767332243109630325359526008583794637015126078980587586326033259007640566604422354162762960410297447482058561827844107585259119590146905922570631736500253089827536622042602603799875358302424824060688079150039061594677339947 9373553250293024232109700053498807996813817634235201883440538647535856630260574063904629748549262795786103560666843763818126250713032669967964875444034401917573212126171733342818432132852178226712920121886870818525536268034041028287449416415760961865903940601748222211765999584324739537577436302760017426516507036605585209203561915339084655988868 -11208006024918926055750543913624361215261 1151
