# p q x y e
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 35439823079925053532460090424888867580022312208590516189118225577548157323862472554954322788495834414074070580264099107499450044248141722550819837440762200874611651355586709517727884641967751320476816867458774890040483671993016868862167585114158275640909164842649546995503686369093394621253816731120441503506597668982220037605922192882072824598114759831376778284501648379728502393422188564036082169591261611357344944634957832676262684951018340113263529022872190042325029112841127196516270671779050629879289696422142256159257330451031006851033789533219824669012130629166003712656599670004644172388319614079325893235419833764428907061090581838159939227960219 97787728851479287103537381745734509670922079955296159784891803993640067232143949253258781330229824081817436348150096846229219708625993187022252989205415195501067590053010383931674531759683620525013578045897691487346532138791305035379404224323667236533366965524954643263838539194285554740313015218601470138358242281969473418546674225395208596938600134375277247152434180189974498159736425700615935516183626832571513907487689159877113484492727403865774661227652254096882740449501286095847189490441080327679618552361765491428971115923655859145681249848494371940406264963879648406074387137488841744563653284078880281915149433353475509924318713520287620871035020 -10143795358596349685385233693908481782931 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 51878549902027758531921492652765568631330020768218086316573816034148714380677896207315431818163571023860569633878197650499400271802496504386328939655626589940036268804510603290366776994242583343133573845719213793691238220990058188387443047993872851735456108754988040595770259471224180223457261936228257525644805701203790268059365277595116604262511176135558637248900165085429151932375427965022387302268367950619965636571004734861888777704061642386035077718764855167618573572094832470597266556958388209099388505152807185624263539928512683613040607346400326240541816631138033771334244683796153453517276046623517873587202292308881926015385559046655819190273463 106370926477479421574516227786327600141315429917354392567762240475246078407698395097562158745745598751256716765474836662489473764702987185014902321422464570357434634764679793240458021439761606952409009434097051716713096616570097334115165701018849526434227197283629857955854415233155792565650093870450214448343839125473121507791163145435222081757008551899407237650902454144100430536871052492207231166592949377728986828525719671493705198915274027301416357918716366257987230269453006700370384553089251845263733532940758401272019162748720791092136995378122004240455860477089363839307756760417246375430204484769553788405099315034795316815026900365254433553924052 16265629249241210634291535179503741006927 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 123254153979334869029111902997379572809357468038829479653533340827952599952291761054179706371509339364198086057035776791713167787565239282961171893424927930686322157148092921584543350131755951584776996264120104354444382672410654384933727023047250331552632507018351865886341263420118109904172016325056108534156259259065050233259136097381647325048529958350129942317143575974547813553618659456223149415919419028406230200142103888763526801596357763706326350605212607748918407122537326556552871818388167545660616631059945677738836018040599844315273816135006749651909390133428024965598450640118538355457891496543474910529629080325665769862390858551393330726076543 14311660265365555800333328904114214355845672056953278577389542338784751159903515772975936150858958283414963466403102006683706403016031687873484872398772891223848837813248062705724367521313766166380481486903119304610657938308622426815831550112430073177822451320210697914489762193892473890983568119712753909029354687523015560717125579343466926217901529527915692971541325294918795630309515541898022579286837913172305700012724024801271823479809406064994798012142904932685710725684906976660012601226896035839302756242175070555749825261401439996235994246892722078112590652789453355437090950624959709124481283880527365369587801584395713166502315175387623236647328 41732847551098037109346397002461774139777 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 144073759699260805618122471309709033512744597960640298935214402285810412295357269209470015182407059635062462087076930272098420543297452803831635777377870726506915789370930355389693223398241787156034984348756447724476790832357573582508776501406382325131119259276537991716932186359702703387239245404668673983786890982689738871878719710951970514263526402846768525445350573934256023062505915374323726710099268600180958230237508735191134572767344741753142804984141769508640431645538794609022321487015956279386725649225803239699463039971186343312831728228514175345828558624081413196202103815467202681512996483888958620709717485393847748399119262330507299514121829 125738155980623839153178301346781401911868171820752546485087286061030380908185204276950746434131630219523935481552325729764657486937216124624431895892751118369342129775106802578140908083274979724917507157547966813783309655114217378511564601834066461249489215759885947641245531357735541196491089460031280334054459433501454606881490296084903700842416626596833187040461472357655346126461903089722821118067381976649538027114467726386322738526536348763065542295037994923778543858704072164708103506356880226966233721396112234164990794756788574869173634511829291894057589059174892438301460863302977542803096470554342102919975735285188200151930376835609683164069660 -29661022891962888235865822667130947442259 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 12807582799430310244012934771212218436178601753798055487218991821931463063314054583630785857718303205688732121647085182817111823827511374632673371577088728163910377522567562129987650131939580129809402478209491296758496671010996062097938342484137231340906673471642881538882276455498510124703824911075517912834874569197952858713217455827167129043040073025665156326540016911449711162341895868563108021244688304469725042337221146976613827300918234798168314962905148377729126027058093563374946053806964732213132943612525110702939055713782285907236359989647353137282513206969773937177065312767219491957882353451129863346579853453490799410242402163880216905490281 51131461850801039417385643032174273319790292116852627991894124511474373237781561580963801079286843916081114456519209045529302933699676758835412532140089416194566353796676899628759778511398201643910679182246543337488676654333961068739839524608498387838109990999241851473642715166821216521318978858876119659001522327749855302439091777722600023363733224487089360372696879115654385339968980954129426406187378621472039052443108621902213576587741011194447220862826854236271029053014145009875133378834817070687313160491977788428784924650838949344645138023819470279619077599548402301395584527846074229766265459301243723801383047061210860432774693001282881982089124 10373335638091613788413835819889740508015 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 96693335825941503366000239519500650561724733104252488677421196160001881942260781278033873383951666838584557432613306995468374726223597797226169934372575727683776296642133492209084413523818571598810333832143950867447593833439930347590307049962752754010586108844604840774195819735793463719855911682108961455212588186218698971774108631791161163406026286812145840714688942992955996085917012237622581414796885032432894317246498521974266933378475601948375886626830252917113307332355465514273724999435747718469813185518826061903141507131460113618838576993313275642212223213103311290520377542742459263712981413360470560617631872152644745212994024154839746536421701 44691760158147606834700042163064501218709224332781613483978723134302613213710258642070778021809712750857572898140556305678131332559848274321284901259762878600079476506560037453427820421274704120599304659831412351614401451552943414514258884403608154034460787788085103762448338157093178568865439101748208211679616180069058688564237436643271681478745847497349974591799893665834515916783946325428158234183115371132417048869910376821894210523671284951034186564259623154175328065052402598865294933818793974643550639912742730327030216642136658022833484644773152955487459558642914589356029047145460798769114122528616848622806166600504832177147972313155733707604724 37574707366306426159939735533621736959155 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 45835423632052747006531576361535703611017320758932042267198192197020784534804562836458788363220391001088240201398493298812233411824763130752027531728956230438500319500227686847778617638609244771798255258590214206414994749584024291463523680467055113320374375115891562325311746999711469285450012712825436994551414911569413517793245664255350923995261666924055740024614099304814398812351178279174069853227083387778300451064872641738872237712376968149309286083026313882947238873729361521550775040833129417731413377748900083860060219072719671071972087580991877087469002510191544056153810727132641645666245145722897101419804253883448161206536479066704889583051359 46541268134755693888287080038478474021702056632648960327930683641129001027365076359734033291201185040751966706755379304259982385182625395229156655738231322590901616347847985000766281967551601088348969836551311268792906752272768816296591740892459071139394659317962691670994156078645996840523835036411047939545153317205883092337626689099380385204617636487634413821699697913974129251033685524955233907706883243457853296670509262191473237523016498852715758658665947136858158597839723657431293353537948807474986640659822283760421288750391678478887389060534369541368087808505804855402254064057330413424112742141049806091617238183391273079914874143314354950439988 27174886611147060011311140591087210170057 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 157388659469518334966321576869302808139499425311570109853179977067106071040783182197461743877515675179040472523466375558676168623851591376147860291211621221995191975706848259686893466338165454505128650524136760450216645463302249710996664857473143118544445454713171660372011590207326660144846751649258123110311358320063651312073184555543762666374434051954567364666036822655978573340036737465719637961854556943322610844705407956725824764125898862267743650478858558574178030720060345453875984809130903363121156780327612685127025338733898295905346313655536617162097052269179815689878565032705100131852597985125977383269495544416245192822846112808452175079066453 59524540150647134877424253510607610556505537427086274997349879524161131760992832307414955569843342640142127982633327652580412950985547451921187308451510340979511072780150929504571552453136730709359191490260123973347791988119278142664768926107269565302971363771781090299228768662383502737670052874929648304193958435669842083357669596521748733603408515620688341959180943213973688117933977753807381349158011223623663447587289411949063009583727859090208521339287149873573241405596607413090198396345132756220505758987469694987644439314098416493675402542467444050321218112768705443332612825395583536025403739546735909174265639589801938383504074818311213555516432 41051562731065099863122080039744864884267 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 51587668238011712423099976152113516951043738032274886671945415753696837736212093251988730578703421391948495591029695796742888932335717937070703307819673967014019457495580556383015456476009024815654653722366389925892414335972919003376463594423828642442008656459051943107752241501420408170286672620430730341017888383070491937800259367944835909829735137540808220828827109871440526172103665595990940874642557255217691666576538263102789843800780985062020890386230018913921696844890453100210730037123019658813557207852984644758216667552290827605656197528943997688070065571438589475791255173924903223280995623720209914559068108725940912494517268959312665814118239 6031383153518295923761081296630242834675399269549978759271745668021643989999159783443422714531826958973925376230785528988213300378781121186040526158454840368739126525628130187704738959039031221770722306600691386905911530638266251714022927389886449119350855467969936227332493481855009953192548017303628344710631626805950490521429679245230865124956973310761812997198500885146025067648746300715208519162762159736638281220432821400341386903882192192785516087847480115441123378990488055955449628006958021112833490355942380537450422848425892628300853590227321755787446199283882715197768585469455722412692177644864217871222823307962313129945058220223033930402480 31019041957211707993844955842608642851551 2181
16063598517829249980854594915807455103158629807125287637745778673556908252492216743524435828101769085809589043703533583689750275050220946596089812874666995241844553106018977025254585004508343323683830178405010891665456075898939429437831319607839100806225316955191805018674534929352410247610225244230145465679022743052625153934241956714352158021917359757389618790549482879861503558595278611246580951935232334050970059481945553859710276915901403314523505354324196680905158758516975317652595845877704404677974047487540974431872993153923144538023156685918060382554459240556931618570370579327631279649986212766847719939575148894661736689946558991441777183396601210698841549498469152371512309701493056649185325786212885408413426010534918343256571240806683478457773212824795275319045212819733122059457110869722332659938736804411103290338051546324876447346269866638612990348392474980456262740725944765808942443110291965791923004487945703114200688041430231887752036889358667618856675481857213807060636367117139004764712485754322883974910823105421514719099048065624505940922856815845641969636176757761512152924039400652184633774402240645739222903407126911742417825168232922863386951362405429434863596431642883177760369552089769683946630545407 146322815000414827763759829324964532376693621883606234973375347305394969569129409277831272758754182048938717367831490931894727002020054419784025526045401127316937027775975526434922235976117476970571417271829304650497564660421863947648706105081654800170088418077468736607144169745321382201789180023195580542745718047748523676175728531747890984840175461958920600273539603620478571173873783401202118181811157425303715894630562923198177121346859446618598927494569609533757307449478028622555835013786227155771438858173071461266807160311176592823637585282337628842059138933174175362645494647831202672747985983010777103917665319494391363521704565780966347204820951 90016543133824819584939967872258489316230010892679066958239321678981478492245190111153504275963750456675272618066136462249327887493767054963050913142290102496464752864864075437513769662329906438093665292322896645761815717376790821484146811827134084560011088291841460315189071960125321022846694074978590097160812790623689858277202804757236122839134700869720569792283300816596724066929666948316490482304143196666871736541403809182772800257944546747779146951148592866533999266215766069469597344816352462262487364437566971791742407858072298486114621083986675011057969934829490198059901371603886168413415801258152232317418020290848490874852839152321928202822776 -36988842763688294579866679666936542311095 2181
