# p q x y e
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 269646717762154439093188519107318245794919405478265679616271228579382365654793758453241748971284397276186603733876839 954112701997459415893425512894153996162318153825597416203694702487256922243401673557177893089584184725307996846883428 -20884237557226232554080622565836564293697 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 1163264139244717671311131232477699680772788182302476793972709002517907651509550525755973992537341360154884571308339321 1847514950555247195680483567376246237110023751478823612266125006225058434044908017549189807006066223194250376637971580 -35683707142237373328665424224958002673503 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 619807962651711233933264231798485406506612033697677370322952763653753773331515701289576659256143213160903002152719171 57401452410469808225976748028020684881456068701312670162640481537527644012961074629190375168993846449293993702647452 -56293325869119328881173229099422818783301 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 1897824127731409251214716645490176039668482938532693892311211843811259382863028674533982985364059553672325335499160817 1523920361148922164776191078034539503489766062181597624400630620533084575530440226883566988526359611820981811597418580 64967808542930163238834711916019238794727 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 274531153397400634273355464205452143042090604279830575753516041017399620721170014955500322947567646348176161096933267 251439314700946823373290188488026364169604478838867841720688325607260295306140933447524035783137558408094957210560588 37971487120935960531868975295896849479371 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 613935005397802738004873874700845522214661713737550057976246756061809574260354393522518148559262226198941572117529339 1116714293472552393540572259561295183512934997298087119150725417471428564467607964861282624837569383962351378920884624 -41277197794397848170378387335914225001595 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 1028914528266344747814885964866433637665527480273750995864780555174546747897437537543079645322937045450081786613158541 1307513710932077141410325995302464542950694667608273279313844846815562383412540161430864286264802776407761015397385120 52929658814204808328297016658770067106957 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 19886766109521021567670886100236088672247580768891492646918916890907787429042966335411139696669110642425136594019669 261770551324075010075605584423535817723586117752191991621500190283890402485867237818891942840608970220242058031610492 6025829999613701841777353198967086547357 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 865159511347639262828333805339715561961592814954279833069580484413464689547922630244450908637651524507205993277771423 1080520601843291625332550930555120317630510190245996277789215981533893340949126584665437967749940383322972373067864720 -53216809745397376971907112004626155984415 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 1093651781928367709481793895458542117605328237687851417866661580302331389138722732936994725066500517262405476626609201 2045440630604699240344677276614255774163419927420099335896792414236931058493930469347920965566635534289083176339635928 -12539584512442374647737954993701563930799 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 1567817652133807717771481137096245992691222917936261342408109274302169722959595474290867931986563823811170228525760397 1062263199807953434576116049622938645227393136488962980418158983127153699740342014317856954497329670199836237937999548 -70709775504010387683177932665861777175019 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 2372845556529426461501540721465048507219803535786808678868187619087117692457903949870984407398273407374080580632731267 355163769830463563679431479644300188561712014759052824053424749548729207826299021375393198695009414583846699734784848 -84776040163354340060154091941974000113661 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 1548429033501047935429285445374837115758316390971608627141765490642212319911512359150718041513105821858643307479917439 758451304827858354460462336585911134953800099205551777815593454156483734762861132010453860852030252559291715849343852 74811290153910218910474497434671234403287 391
864175120484581453683482079962486176185193500155369104423588921177379322250834082489183304374038697487834084609675858746433355728113743766078731283595263 186868597244140503563726080129959277137177534083560347338084891606999724647117092201650707550466999570550649800268477 270987605056764651163599581602655833708659737862947113830909877939550289357072144551755361491598166235262938142892348 -31067811763768799608438893423703160234949 391
