# p q x y e
21474836479 638349774532062650007202125006380689782087 19495004738347241599832305886077071724115160 -59128121156236824506945904587200217895 149
21474836479 41115403974553296180164403436689398592830087 165292041107330262139893658483326253574502060 -123774539937846971059990961911145531745 149
21474836479 154084645022085121057728584740721276298787867 225046147581246497592507044854128039596603016 1287006824759447945406284670672483132539 149
21474836479 277771339517009017140197979947588346252737841 251858392764316545428527123829967309459190656 -1638238122156670719176395923148169927985 149
21474836479 173899220336966522804419406930391856766809933 171174238618199584243838542716395010963458484 -1733831857805057352995814912050930416363 149
21474836479 196174244839153740376372248109268593269835375 74606650289963449450582439090493499908478596 -2113704527027826170698673378385606020089 149
21474836479 331225824423680805422389876033182452922470491 184742297433007588809767572657922081871477156 2075760524464220533467498534352052054035 149
21474836479 84205164819873515166427591560684520857033365 198301202386999632591195726202750053510161556 -798048874904286290081530231934917592931 149
21474836479 236360005711867568160048132023945081794458507 85269062893298580136203132030912048355164948 -2216837616035797654771512978343622436483 149
21474836479 163662665761847817840920763729578176467203215 226828775558527133349702791508396403272591256 -1339940975749703236533993332223532507281 149
21474836479 195745065485081906099614114421064344863985387 289115191615253439307989908632742593575943800 910033510706136459798666375663820696245 149
21474836479 119203765526558522862189325399123512816828133 99461625079356996601549640028486382536344116 1684897806683062101979129062326673306387 149
21474836479 25580686270442631709916850548054469957007885 25235071414042668408382271049139349289483304 -888785035141836761437076748788046915501 149
21474836479 181876843644849017844708837972370382389807227 252929077887714786374905608347487357990060648 1234724542135858581053300337488976578523 149
21474836479 18107824920898716730407747976712846368510777 108150648328025649871407786152426950330077616 -204458619330352209523677156335370419271 149
21474836479 310349336431579981561499742037740043336690067 303486975153035173667270358036033841624041504 -1240599279486086295260787931406010572691 149
21474836479 39443476730305778307406515404576398596452825 132422269265277137197771984236227271444127080 -649399446175841872098608551646501907975 149
21474836479 106788597936616675831445975320736251143527901 244119925357596966676779217812870919846920780 492485419839157352626433366987408610597 149
21474836479 185533137537557688223857681706469830314082447 265292518502937899227018318992320149976428024 1133640860750250812160787482770982051951 149
21474836479 61690126406848937526643948730248463359819507 156631647387423804880637035928189341277744812 854612086734162773996129445351272897877 149
21474836479 153247723445249220491315034947938340696996357 200883123666652267219862399072372673511204176 -1455952934006531763659263170677227056261 149
21474836479 274106886026267281388392527552489753811747519 289269709642698589183466414617024646187346824 -1309016651095804474936071025325017329823 149
21474836479 178151647360233139703580331977509696528525503 307699349751925835098440240964121206809128236 182642609621871944516230404492277404183 149
21474836479 266315992439291173086088776725456638232677875 338802431175627707283782770777405288811570760 -449456052225627659473242558744631931565 149
21474836479 214991367707127179985925396447636499282578861 207768581547809881635619578595461636258958044 1726791997311896710769078436939932127925 149
21474836479 39670420281672656251289334995581552859625345 149151080239737265779356705270613500697252756 -457253282262576766805767153715585219799 149
21474836479 276247722297570275144060768799863628436531675 153272069923510251217156530907781800893372476 2128935545137295949326118174239584759059 149
