# p q x y e
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 60387002207923579962733463269608625622313239576307854098060665195132101559858882778846911225911388094655231134793695 75989343060115483462641818249595234653840261832521095370079739405368450084837436919049347989473103944569045057529696 -1044951211498183292023229868961625731617 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 2720013069019805910514615667014550498981035852077114079094681114032359590477741807795268205202419714291092833786557 10222383018519121187930691860010160110307197662357569502269482385771730299043200799528893023877697697961803370000220 -1893267566443926725727297631270137415493 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 38739425646037871911406637161091949802827264144877265415340768945582570339605521918331661701491426073147129877309109 46185440362661199979093025277252839624827644297111485873912915433908744370415048419335355650219479347975760619021188 -5288425909498338796725027506323448808451 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 39011864141129886024928451952849162389815252136804245846733950651586661899083192975785286214161299993077201819075809 29333653463740729057185884495430677612777632854499231196248973461552007796563835888283463350355017501581593613570024 6527855768032725160159241245319019456513 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 52625724561147103250337344115709397182483701104652657984488913945158407087855626862921944140115782327913922231906383 35654982978492065511232943409439732416080238779342963799902572172094332881475014805237965944971928426935098607247608 -6937324381368387495871261656351671046097 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 19084927629386606166763033829961558386535370062187028711137364453439607050686463911457443379954516835417228141432979 48537773572596989729749552280911874865613384603251058846966670331920031731569127603605320933049723868056440436757984 1804493854197150227630983469780759840403 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 35916147877747607239378752713596498379070787906739198358654157848093426168977272025973689736087803597444120517344685 39098210155816364455865696485851061949927541569278146794060362588545575061575724555944406979693874092232548861545128 -5670662384689265615292398475060784081741 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 19506837698942944294812787275985763061094051251853441041096789327134538087764441785422360417378134999468575683415885 25583946451243731616732592264526647341163207439196540368911433940664485119434564541328411260210289962407624399903632 4803614939905379246686098956905849361971 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 41739251091398565100602386520701113528676257792620553105456121956047515509067880678025828764005772894306251840271919 17830443655585785984305919552041326835218798585423705813089106472697048248276146119781532929412725248523455191167696 7150051834359933388414997203466990487983 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 20070636991930230440400928569447079544134293130176298824270643434599515628056920561461299849187077622249484540855145 42874599301176425608786924168248100804738893019630477689452389120735494052833788688521657434652059247347432978025272 -3230273013834420841288054405677495716489 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 41535481529365554628458489955661723287588091543976214459953301913994051216962665233595486597754331087421578402065857 11289633728988293203064066840876068759040399252669782652308639618157161472412637388382545265694389349132494270000560 -7287450596843851973143003571393711990207 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 5413710876694129516469811976256168268819503395131090508840615985244922383506536806267925086791423052085049948301121 18966241932088983232078546377101405849055089058954980643452517589857761188203108010795701874297486947766285955220028 -2291817546423741460274896035175527625513 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 8198995700870413487175030922617691250318583261637552382078058577255082739166739945241967626341769470941319871624907 33878103082181656840932507110835627396255852205262577607508077184452788279555019054551370983313606212944281197708900 935077209900532671563521391226851695107 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 48451853106688442408477181218303976915817271719019364304343883131880104907075605882945596711252630571163894849797571 43165550865960214759102555941531250016562316600970157062914853939555755846407974682108453519888593915639244650763572 6225648716296171095155789033601075579013 386
88381546413195830490356121814345177109849335243162749316048866938595612502926212981848292492799412243073940471444121917248865926738905612439870244913151 58874462462243240772963902450227088973140673713233036103796142578317154097482602734922474290171581657986664006277649 73583530616491075356404714202078947229330774187526593008706974690534341566776956049648941165167453002030847393716548 2123006395090898699789944426992401734791 386
